frame_idx,time_s,tracked_x_px,tracked_y_px,radius_px,X_cam_m,Y_cam_m,Z_cam_m,distance_cam_m,has_measurement,stab_x_ref_px,stab_y_ref_px,X_ground_m,Z_ground_m
58,1.9333333333333333,606.3084106445312,174.54293823242188,11,1.2630841064453124,-0.9545706176757812,6.0,6.20536755753313,0,604.99853515625,174.24234008789062,1.767356038093567,6.773290157318115
59,1.9666666666666666,607.51318359375,174.87351989746094,11,1.2751318359375,-0.9512648010253906,6.0,6.207323571451001,0,606.21240234375,174.5447998046875,1.7715708017349243,6.767688751220703
60,2.0,608.7179565429688,175.2041015625,11,1.2871795654296876,-0.947958984375,6.0,6.209304105108481,0,607.3839111328125,174.89688110351562,1.7756385803222656,6.761168956756592
61,2.033333333333333,609.9227294921875,175.53468322753906,11,1.299227294921875,-0.9446531677246094,6.0,6.211309135050529,0,608.20556640625,175.20640563964844,1.778491497039795,6.755436897277832
62,2.066666666666667,611.1275024414062,175.86526489257812,11,1.3112750244140625,-0.9413473510742187,6.0,6.213338637562462,0,609.641357421875,175.65689086914062,1.7834769487380981,6.747094631195068
63,2.1,612.332275390625,176.1958465576172,11,1.32332275390625,-0.9380415344238281,6.0,6.215392588671309,0,610.589111328125,175.93824768066406,1.7867677211761475,6.741884231567383
64,2.1333333333333333,613.5370483398438,176.52642822265625,11,1.3353704833984374,-0.9347357177734374,6.0,6.217470964147174,0,611.9300537109375,176.36380004882812,1.7914237976074219,6.73400354385376
65,2.1666666666666665,614.7418212890625,176.8570098876953,11,1.347418212890625,-0.9314299011230469,6.0,6.219573739504618,0,613.2175903320312,176.73770141601562,1.7958943843841553,6.727079391479492
66,2.2,552.7251586914062,161.42999267578125,9,0.888863050672743,-1.326966756184896,7.333333333333333,7.505244571141495,1,551.2513427734375,161.282470703125,1.5807337760925293,7.013287544250488
67,2.2333333333333334,551.8998413085938,161.2386474609375,9,0.8787758382161458,-1.329305419921875,7.333333333333333,7.504470511038332,1,550.44775390625,161.10098266601562,1.5779435634613037,7.016648292541504
68,2.2666666666666666,551.6396484375,161.18634033203125,9,0.875595703125,-1.3299447292751736,7.333333333333333,7.504212056974106,1,550.0882568359375,160.9539794921875,1.5766953229904175,7.0193705558776855
69,2.3,551.51904296875,161.16673278808594,10,0.78670947265625,-1.1971659393310545,6.6,6.753674413285073,1,550.0120849609375,160.94989013671875,1.5764307975769043,7.01944637298584
70,2.3333333333333335,551.4513549804688,161.15809631347656,9,0.8732943386501736,-1.3302899339463976,7.333333333333333,7.504005069831398,1,549.6202392578125,160.8651123046875,1.5750702619552612,7.021016597747803
71,2.3666666666666667,551.407958984375,161.15338134765625,9,0.872763943142361,-1.3303475613064235,7.333333333333333,7.503953578754411,1,549.860107421875,160.9123992919922,1.5759031772613525,7.020140647888184
72,2.4,551.0787963867188,161.4481201171875,9,0.8687408447265625,-1.3267451985677083,7.333333333333333,7.502848875926827,1,549.1515502929688,161.16867065429688,1.5734429359436035,7.015395164489746
73,2.433333333333333,550.5450439453125,160.7711181640625,11,0.705450439453125,-1.092288818359375,6.0,6.139279695960881,1,548.991943359375,160.5501708984375,1.572888731956482,7.026848793029785
74,2.466666666666667,550.1566162109375,160.2798614501953,11,0.701566162109375,-1.097201385498047,6.0,6.139710576253226,1,548.8757934570312,160.11639404296875,1.5724854469299316,7.034881591796875
75,2.5,549.8722534179688,159.92193603515625,11,0.6987225341796875,-1.1007806396484374,6.0,6.140026970331263,1,548.6503295898438,159.8115997314453,1.571702480316162,7.040525913238525
76,2.533333333333333,549.9581298828125,159.66078186035156,11,0.699581298828125,-1.1033921813964844,6.0,6.14059348106003,1,548.54443359375,159.54403686523438,1.5713348388671875,7.045480728149414
77,2.566666666666667,550.01904296875,159.47024536132812,11,0.7001904296875,-1.1052975463867187,6.0,6.141005561296494,1,548.5584106445312,159.34378051757812,1.5713833570480347,7.04918909072876
78,2.6,550.0618896484375,159.33131408691406,11,0.700618896484375,-1.1066868591308594,6.0,6.141304636824647,1,548.5744018554688,159.1544952392578,1.5714389085769653,7.052694320678711
79,2.6333333333333333,550.0914916992188,159.2301483154297,11,0.7009149169921876,-1.1076985168457032,6.0,6.141520799043534,1,548.5725708007812,158.99513244628906,1.5714325904846191,7.05564546585083
80,2.6666666666666665,550.1114501953125,159.15658569335938,11,0.701114501953125,-1.1084341430664062,6.0,6.141676301659372,1,548.572021484375,158.8451690673828,1.5714306831359863,7.058422565460205
81,2.7,550.12451171875,159.10321044921875,11,0.7012451171875,-1.1089678955078126,6.0,6.141787566144432,1,548.4547119140625,158.77894592285156,1.5710233449935913,7.0596489906311035
82,2.7333333333333334,550.1325073242188,159.06459045410156,11,0.7013250732421875,-1.1093540954589844,6.0,6.141866440054667,1,548.550537109375,158.82566833496094,1.5713560581207275,7.058784008026123
83,2.7666666666666666,550.1369018554688,159.0367431640625,11,0.7013690185546875,-1.109632568359375,6.0,6.141921762522882,1,548.4242553710938,158.8838348388672,1.5709176063537598,7.057706832885742
84,2.8,549.84423828125,159.01673889160156,11,0.6984423828125,-1.1098326110839845,6.0,6.141624393166216,1,548.589111328125,159.06129455566406,1.571489930152893,7.054420471191406
85,2.8333333333333335,549.92431640625,158.70806884765625,11,0.6992431640625,-1.1129193115234375,6.0,6.142274041138993,1,548.448974609375,158.83657836914062,1.5710034370422363,7.058581829071045
86,2.8666666666666667,549.9815063476562,158.48365783691406,11,0.6998150634765625,-1.1151634216308595,6.0,6.142746175776121,1,548.32373046875,158.67225646972656,1.570568561553955,7.061625003814697
87,2.9,550.0220336914062,158.6150665283203,11,0.7002203369140625,-1.1138493347167968,6.0,6.142553936326249,1,548.293701171875,158.8227081298828,1.5704642534255981,7.058838844299316
88,2.933333333333333,550.0504150390625,158.71136474609375,11,0.700504150390625,-1.1128863525390624,6.0,6.142411749336102,1,548.3698120117188,158.96017456054688,1.5707285404205322,7.05629301071167
89,2.966666666666667,550.0700073242188,158.78199768066406,11,0.7007000732421875,-1.1121800231933594,6.0,6.142306162723574,1,548.677490234375,159.01785278320312,1.5717968940734863,7.055224895477295
90,3.0,549.7891235351562,158.53982543945312,11,0.6978912353515625,-1.1146017456054687,6.0,6.1424253538555345,1,548.6698608398438,158.65623474121094,1.5717703104019165,7.0619215965271
91,3.033333333333333,549.8775634765625,158.65786743164062,11,0.698775634765625,-1.1134213256835936,6.0,6.142311815288207,1,548.4950561523438,158.62950134277344,1.5711634159088135,7.0624165534973145
92,3.066666666666667,549.647216796875,158.74435424804688,11,0.69647216796875,-1.1125564575195312,6.0,6.1418934663443565,1,548.7908935546875,158.51829528808594,1.5721906423568726,7.064476013183594
93,3.1,549.7725219726562,159.10159301757812,11,0.6977252197265625,-1.1089840698242188,6.0,6.141389594331756,1,548.4634399414062,158.53814697265625,1.5710536241531372,7.064108371734619
94,3.1333333333333333,549.863037109375,159.362060546875,11,0.69863037109375,-1.10637939453125,6.0,6.141022696591988,1,547.7538452148438,158.14646911621094,1.568589687347412,7.071361541748047
95,3.1666666666666665,550.2219848632812,159.84556579589844,11,0.7022198486328125,-1.1015443420410156,6.0,6.140562893847474,1,546.49072265625,157.58416748046875,1.5642038583755493,7.081774711608887
96,3.2,551.0699462890625,160.78492736816406,10,0.7817694091796875,-1.2013657989501954,6.6,6.75384654785822,1,546.498779296875,157.51902770996094,1.5642318725585938,7.082981109619141
97,3.2333333333333334,551.6864013671875,161.7621612548828,11,0.716864013671875,-1.0823783874511719,6.0,6.13884655189549,1,545.6016235351562,157.5817108154297,1.5611166954040527,7.081820011138916
98,3.2666666666666666,636.6901245117188,159.53675842285156,9,1.915101521809896,-1.3501062859429251,7.333333333333333,7.698582895569739,1,629.2574462890625,155.63204956054688,1.8515883684158325,7.11792516708374
99,3.3,615.5098266601562,160.8501739501953,10,1.4906080932617187,-1.2006480865478515,6.6,6.871933375363032,1,604.7981567382812,156.63134765625,1.766660213470459,7.099419593811035
100,3.3333333333333335,600.9078369140625,161.5129852294922,10,1.3299862060546874,-1.1933571624755859,6.6,6.8376139570414125,1,586.9171752929688,157.37081909179688,1.7045735120773315,7.085725784301758
101,3.3666666666666667,591.405517578125,162.2881622314453,11,1.11405517578125,-1.0771183776855469,6.0,6.196878483093963,1,573.6625366210938,158.36451721191406,1.658550500869751,7.067323684692383
102,3.4,585.3341674804688,162.55783081054688,11,1.0533416748046875,-1.0744216918945313,6.0,6.185782946070275,1,563.8369750976562,158.92344665527344,1.624433994293213,7.056972980499268
103,3.433333333333333,582.0620727539062,162.45892333984375,11,1.0206207275390624,-1.0754107666015624,6.0,6.180467214248848,1,556.4422607421875,159.14697265625,1.5987578630447388,7.0528340339660645
104,3.466666666666667,580.8331298828125,162.38491821289062,11,1.008331298828125,-1.0761508178710937,6.0,6.178578525114093,1,552.0387573242188,159.26422119140625,1.583467960357666,7.050662517547607
105,3.5,581.0947265625,162.03579711914062,11,1.010947265625,-1.0796420288085937,6.0,6.179614978641031,1,547.5450439453125,159.08267211914062,1.5678647756576538,7.054024696350098
106,3.533333333333333,582.1497802734375,161.77978515625,11,1.021497802734375,-1.0822021484375,6.0,6.181797412652237,1,545.49462890625,158.88116455078125,1.5607452392578125,7.057756423950195
107,3.566666666666667,584.3695678710938,161.8852081298828,11,1.0436956787109375,-1.0811479187011719,6.0,6.1853198374758085,1,543.1679077148438,158.97235107421875,1.5526663064956665,7.05606746673584
108,3.6,586.8507080078125,161.96072387695312,11,1.068507080078125,-1.0803927612304687,6.0,6.189422905141988,1,542.5001831054688,158.98013305664062,1.5503478050231934,7.0559234619140625
109,3.6333333333333333,589.814453125,162.30772399902344,10,1.207958984375,-1.1846150360107421,6.6,6.813404265965363,1,541.4426879882812,159.06089782714844,1.5466760396957397,7.054427623748779
110,3.6666666666666665,592.835205078125,162.5591583251953,11,1.12835205078125,-1.0744084167480468,6.0,6.198994418168264,1,541.9441528320312,159.12506103515625,1.5484172105789185,7.053239822387695
111,3.7,595.602783203125,162.74081420898438,11,1.15602783203125,-1.0725918579101563,6.0,6.203777368836347,1,542.183349609375,158.80859375,1.5492477416992188,7.059100151062012
112,3.7333333333333334,597.891357421875,163.16473388671875,11,1.17891357421875,-1.0683526611328125,6.0,6.207351659445982,1,542.8914794921875,158.30014038085938,1.5517065525054932,7.068515777587891
113,3.7666666666666666,600.4163208007812,164.05821228027344,11,1.2041632080078124,-1.0594178771972655,6.0,6.210666250093047,1,543.6671142578125,157.40902709960938,1.5543997287750244,7.085018157958984
114,3.8,602.2329711914062,165.000244140625,11,1.2223297119140626,-1.04999755859375,6.0,6.212614972592519,1,545.4468994140625,156.71559143066406,1.560579538345337,7.0978593826293945
115,3.8333333333333335,602.9464721679688,165.68394470214844,11,1.2294647216796875,-1.0431605529785157,6.0,6.212871110939398,1,546.8246459960938,157.177978515625,1.5653634071350098,7.089296817779541
116,3.8666666666666667,601.6834106445312,165.5926513671875,11,1.2168341064453125,-1.044073486328125,6.0,6.210537391197474,1,552.4080200195312,158.98509216308594,1.5847500562667847,7.055831432342529
117,3.9,598.9810791015625,164.93653869628906,11,1.189810791015625,-1.0506346130371094,6.0,6.2064065938777215,1,555.4238891601562,160.0726776123047,1.5952218770980835,7.035691261291504
118,3.933333333333333,595.2320556640625,164.74862670898438,12,1.0562938435872395,-0.9648042551676432,5.5,5.683010112149185,1,558.4738159179688,160.2061004638672,1.6058118343353271,7.033220291137695
119,3.966666666666667,591.3093872070312,164.90225219726562,11,1.1130938720703125,-1.0509774780273438,6.0,6.192215405439413,1,557.9496459960938,159.12310791015625,1.6039918661117554,7.0532755851745605
120,4.0,586.6770629882812,165.30482482910156,11,1.0667706298828126,-1.0469517517089844,6.0,6.183373476281947,1,558.868408203125,158.46337890625,1.6071820259094238,7.065493106842041
121,4.033333333333333,581.8241577148438,165.59559631347656,11,1.0182415771484374,-1.0440440368652344,6.0,6.174693827255534,1,558.337158203125,158.69691467285156,1.605337381362915,7.061168193817139
122,4.066666666666666,576.8140258789062,165.5116424560547,11,0.9681402587890625,-1.0448835754394532,6.0,6.166772028128759,1,559.1293334960938,159.07949829101562,1.6080880165100098,7.054083347320557
123,4.1,571.9859008789062,165.44775390625,11,0.9198590087890625,-1.0455224609375,6.0,6.159485190531365,1,557.5360107421875,159.10433959960938,1.6025556325912476,7.053623199462891
124,4.133333333333334,567.2938842773438,165.3986053466797,11,0.8729388427734375,-1.0460139465332032,6.0,6.1527365781060865,1,557.5718383789062,159.03758239746094,1.602679967880249,7.054859638214111
125,4.166666666666667,564.7557373046875,165.65338134765625,11,0.847557373046875,-1.0434661865234376,6.0,6.148753953690446,1,551.7671508789062,158.72491455078125,1.5825247764587402,7.060649871826172
126,4.2,560.5657348632812,165.54351806640625,11,0.8056573486328125,-1.0445648193359376,6.0,6.143305252484233,1,555.1350708007812,159.40707397460938,1.5942189693450928,7.0480170249938965
127,4.233333333333333,557.8116455078125,165.16795349121094,11,0.778116455078125,-1.0483204650878906,6.0,6.140394206822998,1,551.1958618164062,159.80545043945312,1.5805411338806152,7.040639877319336
128,4.266666666666667,554.0546875,164.89205932617188,12,0.6788346354166667,-0.9634894561767579,5.5,5.624866966818421,1,553.5343627929688,160.7229461669922,1.5886609554290771,7.023649215698242
129,4.3,551.6201782226562,164.68910217285156,11,0.7162017822265625,-1.0531089782714844,6.0,6.133676182598859,1,549.098876953125,159.8619842529297,1.573259949684143,7.039592742919922
130,4.333333333333333,548.6859130859375,165.12557983398438,11,0.686859130859375,-1.0487442016601562,6.0,6.129570936546921,1,551.078369140625,158.92855834960938,1.5801331996917725,7.056878566741943
131,4.366666666666666,546.2678833007812,165.73495483398438,11,0.6626788330078125,-1.0426504516601562,6.0,6.125868362939554,1,548.46142578125,158.37557983398438,1.5710465908050537,7.0671186447143555
132,4.4,542.7623291015625,166.177001953125,11,0.627623291015625,-1.03822998046875,6.0,6.121424057175702,1,550.6385498046875,158.683349609375,1.578606128692627,7.061419486999512
133,4.433333333333334,539.9309692382812,166.496826171875,11,0.5993096923828125,-1.03503173828125,6.0,6.118044034381698,1,549.568603515625,159.39022827148438,1.5748909711837769,7.048328876495361
134,4.466666666666667,536.7133178710938,166.72740173339844,11,0.5671331787109375,-1.0327259826660156,6.0,6.1145860855554455,1,551.0933227539062,160.35342407226562,1.5801851749420166,7.030492305755615
135,4.5,533.5087280273438,166.5998077392578,11,0.5350872802734375,-1.034001922607422,6.0,6.111912824432812,1,550.2240600585938,160.4639434814453,1.5771669149398804,7.028445243835449
136,4.533333333333333,530.9012451171875,166.5042724609375,11,0.509012451171875,-1.034957275390625,6.0,6.109846989682474,1,548.908203125,160.53530883789062,1.5725979804992676,7.027123928070068
137,4.566666666666666,527.85107421875,166.43226623535156,11,0.4785107421875,-1.0356773376464843,6.0,6.107503588054889,1,548.9224853515625,160.4627685546875,1.5726475715637207,7.028467178344727
138,4.6,525.651611328125,166.6705322265625,11,0.45651611328125,-1.033294677734375,6.0,6.105416026178691,1,546.5502319335938,160.67062377929688,1.5644105672836304,7.024618148803711
139,4.633333333333334,523.1940307617188,166.84190368652344,11,0.4319403076171875,-1.0315809631347657,6.0,6.103337751824528,1,547.287841796875,160.63392639160156,1.5669716596603394,7.02529764175415
140,4.666666666666667,521.7212524414062,166.96446228027344,11,0.4172125244140625,-1.0303553771972656,6.0,6.102106070353684,1,544.6451416015625,160.5047149658203,1.5577956438064575,7.027690410614014
141,4.7,519.2085571289062,167.05142211914062,11,0.3920855712890625,-1.0294857788085938,6.0,6.100292785103204,1,546.0939331054688,160.44569396972656,1.562826156616211,7.028783321380615
142,4.733333333333333,517.9896240234375,167.11245727539062,11,0.379896240234375,-1.0288754272460938,6.0,6.0994184803254035,1,542.5911254882812,160.12625122070312,1.5506635904312134,7.034698963165283
143,4.766666666666667,516.8349609375,167.44761657714844,12,0.33765380859375,-0.9400635147094727,5.5,5.589966860916601,1,542.8912353515625,160.35101318359375,1.5517057180404663,7.030536651611328
144,4.8,516.3130493164062,167.39646911621094,11,0.3631304931640625,-1.0260353088378906,6.0,6.097918678536771,1,540.9349975585938,160.42149353027344,1.5449131727218628,7.029231548309326
145,4.833333333333333,515.666015625,167.35679626464844,11,0.35666015625,-1.0264320373535156,6.0,6.097603561593846,1,541.0513916015625,160.87258911132812,1.54531729221344,7.020877838134766
146,4.866666666666666,515.513427734375,167.32557678222656,11,0.35513427734375,-1.0267442321777345,6.0,6.097567061808727,1,539.457763671875,161.4272003173828,1.5397839546203613,7.0106072425842285
147,4.9,515.1345825195312,167.00762939453125,11,0.3513458251953125,-1.0299237060546875,6.0,6.097883791052073,1,539.0379028320312,161.44427490234375,1.5383260250091553,7.01029109954834
148,4.933333333333334,515.7622680664062,166.77389526367188,11,0.3576226806640625,-1.0322610473632812,6.0,6.098643853483239,1,537.2260131835938,161.21185302734375,1.5320347547531128,7.0145955085754395
149,4.966666666666667,516.53662109375,166.60177612304688,11,0.3653662109375,-1.0339822387695312,6.0,6.09939437470522,1,536.5037841796875,161.1033935546875,1.5295270681381226,7.016603946685791
