frame_idx,time_s,u_px,v_px,r_px,X_m,Y_m,Z_m,distance_m,Vx_m_s,Vy_m_s,Vz_m_s,V_m_s
384,12.8000,424,662,46,-0.516522,0.722174,2.226796,2.397280,0.863922,-0.873080,1.421359,1.878535
385,12.8333,441,647,44,-0.497500,0.717500,2.328014,2.486356,0.570652,-0.140217,3.036541,3.092876
386,12.8667,456,632,43,-0.470698,0.695814,2.382154,2.525940,0.804070,-0.650581,1.624196,1.925564
387,12.9000,471,617,42,-0.442619,0.673095,2.438872,2.568476,0.842359,-0.681561,1.701539,2.017258
388,12.9333,484,604,41,-0.418537,0.654634,2.498357,2.616392,0.722474,-0.553833,1.784541,2.003318
389,12.9667,499,590,40,-0.387750,0.632500,2.560816,2.666118,0.923598,-0.664024,1.873768,2.192023
390,13.0000,512,579,38,-0.370526,0.633947,2.695596,2.793817,0.516711,0.043421,4.043394,4.076507
391,13.0333,524,567,37,-0.344865,0.615405,2.768450,2.856916,0.769844,-0.556259,2.185618,2.383067
392,13.0667,535,557,37,-0.312162,0.585676,2.768450,2.846889,0.981081,-0.891892,0.000000,1.325893
393,13.1000,547,545,36,-0.284167,0.565278,2.845351,2.914843,0.839865,-0.611937,2.307041,2.530273
394,13.1333,558,536,35,-0.257714,0.553143,2.926647,2.989589,0.793571,-0.364048,2.438872,2.590441
395,13.1667,569,526,34,-0.229706,0.537059,3.012725,3.068828,0.840252,-0.482521,2.582335,2.758135
396,13.2000,579,516,34,-0.197353,0.504706,3.012725,3.061076,0.970588,-0.970588,0.000000,1.372619
397,13.2333,588,507,33,-0.173333,0.490000,3.104019,3.147234,0.720588,-0.441176,2.738841,2.866205
398,13.2667,597,497,32,-0.147812,0.470937,3.201020,3.238851,0.765625,-0.571875,2.910018,3.062912
399,13.3000,607,489,32,-0.113437,0.443437,3.201020,3.233579,1.031250,-0.825000,0.000000,1.320644
400,13.3333,614,480,31,-0.092258,0.425806,3.304279,3.332879,0.635383,-0.528931,3.097761,3.206182
401,13.3667,622,472,30,-0.066000,0.410667,3.414421,3.439662,0.787742,-0.454194,3.304279,3.427110
402,13.4000,630,466,30,-0.036667,0.388667,3.414421,3.436667,0.880000,-0.660000,0.000000,1.100000
403,13.4333,638,459,30,-0.007333,0.363000,3.414421,3.433671,0.880000,-0.770000,0.000000,1.169316
404,13.4667,646,452,29,0.022759,0.348966,3.532160,3.549429,0.902759,-0.421034,3.532160,3.669931
405,13.5000,654,445,29,0.053103,0.322414,3.532160,3.547242,0.910345,-0.796552,0.000000,1.209637
406,13.5333,660,439,28,0.078571,0.310357,3.658308,3.672290,0.764039,-0.361700,3.784457,3.877718
407,13.5667,667,433,28,0.106071,0.286786,3.658308,3.671065,0.825000,-0.707143,0.000000,1.086589
408,13.6000,674,426,27,0.138519,0.268889,3.793801,3.805840,0.973413,-0.536905,4.064787,4.214059
409,13.6333,680,419,27,0.162963,0.240370,3.793801,3.804900,0.733333,-0.855556,0.000000,1.126833
410,13.6667,687,415,26,0.198846,0.232692,3.939717,3.951589,1.076496,-0.230342,4.377463,4.513766
411,13.7000,693,409,26,0.224231,0.207308,3.939717,3.951534,0.761538,-0.761538,0.000000,1.076978
412,13.7333,699,404,26,0.249615,0.186154,3.939717,3.952003,0.761538,-0.634615,0.000000,0.991301
413,13.7667,704,398,25,0.281600,0.167200,4.097305,4.110373,0.959538,-0.568615,4.727660,4.857449
414,13.8000,710,393,25,0.308000,0.145200,4.097305,4.111430,0.792000,-0.660000,0.000000,1.030953
415,13.8333,715,388,25,0.330000,0.123200,4.097305,4.112419,0.660000,-0.660000,0.000000,0.933381
416,13.8667,720,384,25,0.352000,0.105600,4.097305,4.113753,0.660000,-0.528000,0.000000,0.845212
417,13.9000,726,378,24,0.394167,0.082500,4.268026,4.286983,1.265000,-0.693000,5.121632,5.320863
418,13.9333,731,374,24,0.417083,0.064167,4.268026,4.288837,0.687500,-0.550000,0.000000,0.880430
419,13.9667,735,370,24,0.435417,0.045833,4.268026,4.290424,0.550000,-0.550000,0.000000,0.777817
420,14.0000,740,364,23,0.478261,0.019130,4.453593,4.479240,1.285326,-0.801087,5.566991,5.769332
421,14.0333,745,362,23,0.502174,0.009565,4.453593,4.481825,0.717391,-0.286957,0.000000,0.772654
422,14.0667,750,357,23,0.526087,-0.014348,4.453593,4.484581,0.717391,-0.717391,0.000000,1.014545
423,14.1000,753,353,23,0.540435,-0.033478,4.453593,4.486388,0.430435,-0.573913,0.000000,0.717391
424,14.1333,759,349,23,0.569130,-0.052609,4.453593,4.490119,0.860870,-0.573913,0.000000,1.034636
425,14.1667,762,346,22,0.610000,-0.070000,4.656029,4.696340,1.226087,-0.521739,6.073081,6.217541
426,14.2000,766,341,22,0.630000,-0.095000,4.656029,4.699418,0.600000,-0.750000,0.000000,0.960469
427,14.2333,770,338,22,0.650000,-0.110000,4.656029,4.702468,0.600000,-0.450000,0.000000,0.750000
428,14.2667,774,334,22,0.670000,-0.130000,4.656029,4.705784,0.600000,-0.600000,0.000000,0.848528
429,14.3000,778,331,21,0.722857,-0.151905,4.877745,4.933355,1.585714,-0.657143,6.651470,6.869380
430,14.3333,782,327,21,0.743810,-0.172857,4.877745,4.937157,0.628571,-0.628571,0.000000,0.888934
431,14.3667,785,324,21,0.759524,-0.188571,4.877745,4.940124,0.471429,-0.471429,0.000000,0.666701
432,14.4000,789,321,20,0.819500,-0.214500,5.121632,5.191214,1.799286,-0.777857,7.316617,7.574653
433,14.4333,791,317,20,0.830500,-0.236500,5.121632,5.193917,0.330000,-0.660000,0.000000,0.737902
434,14.4667,795,313,20,0.852500,-0.258500,5.121632,5.198528,0.660000,-0.660000,0.000000,0.933381
435,14.5000,799,311,20,0.874500,-0.269500,5.121632,5.202739,0.660000,-0.330000,0.000000,0.737902
436,14.5333,802,309,20,0.891000,-0.280500,5.121632,5.206119,0.495000,-0.330000,0.000000,0.594916
437,14.5667,806,306,20,0.913000,-0.297000,5.121632,5.210844,0.660000,-0.495000,0.000000,0.825000
438,14.6000,808,303,20,0.924000,-0.313500,5.121632,5.213748,0.330000,-0.495000,0.000000,0.594916
439,14.6333,811,299,20,0.940500,-0.335500,5.121632,5.218066,0.495000,-0.660000,0.000000,0.825000
440,14.6667,815,297,20,0.962500,-0.346500,5.121632,5.222794,0.660000,-0.330000,0.000000,0.737902
441,14.7000,818,295,20,0.979000,-0.357500,5.121632,5.226601,0.495000,-0.330000,0.000000,0.594916
442,14.7333,820,292,19,1.042105,-0.393684,5.391191,5.505081,1.893158,-1.085526,8.086787,8.376069
443,14.7667,823,289,19,1.059474,-0.411053,5.391191,5.509664,0.521053,-0.521053,0.000000,0.736880
444,14.8000,828,289,19,1.088421,-0.411053,5.391191,5.515303,0.868421,0.000000,0.000000,0.868421
445,14.8333,830,285,19,1.100000,-0.434211,5.391191,5.519373,0.347368,-0.694737,0.000000,0.776739
446,14.8667,831,282,19,1.105789,-0.451579,5.391191,5.521923,0.173684,-0.521053,0.000000,0.549238
447,14.9000,834,280,18,1.185556,-0.488889,5.690702,5.833408,2.392982,-1.119298,8.985319,9.365637
448,14.9333,838,279,19,1.146316,-0.468947,5.391191,5.531627,-1.177193,0.598246,-8.985319,9.081830
449,14.9667,840,275,18,1.222222,-0.519444,5.690702,5.843607,2.277193,-1.514912,8.985319,9.392365
450,15.0000,841,273,18,1.228333,-0.531667,5.690702,5.845987,0.183333,-0.366667,0.000000,0.409946
451,15.0333,844,269,18,1.246667,-0.556111,5.690702,5.852139,0.550000,-0.733333,0.000000,0.916667
452,15.0667,848,270,18,1.271111,-0.550000,5.690702,5.856818,0.733333,0.183333,0.000000,0.755903
453,15.1000,850,267,18,1.283333,-0.568333,5.690702,5.861232,0.366667,-0.550000,0.000000,0.661018
454,15.1333,852,266,17,1.371765,-0.608235,6.025449,6.209487,2.652941,-1.197059,10.042415,10.455676
455,15.1667,853,263,18,1.301667,-0.592778,5.690702,5.867692,-2.102941,0.463725,-10.042415,10.270711
456,15.2000,855,261,18,1.313889,-0.605000,5.690702,5.871662,0.366667,-0.366667,0.000000,0.518545
457,15.2333,857,257,17,1.404118,-0.666471,6.025449,6.222682,2.706863,-1.844118,10.042415,10.563048
458,15.2667,860,258,18,1.344444,-0.623333,5.690702,5.880490,-1.790196,1.294118,-10.042415,10.282492
459,15.3000,863,255,17,1.442941,-0.679412,6.025449,6.232954,2.954902,-1.682353,10.042415,10.602446
460,15.3333,863,252,17,1.442941,-0.698824,6.025449,6.235100,0.000000,-0.582353,0.000000,0.582353
461,15.3667,866,252,17,1.462353,-0.698824,6.025449,6.239621,0.582353,0.000000,0.000000,0.582353
